Wilderness_Area,Id,Elevation,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,Hillshade_3pm,Cover_Type,Soil_Type,Hillshade_Noon,Vertical_Distance_To_Hydrology,Slope,Horizontal_Distance_To_Hydrology,Hillshade_9am,Aspect
3,8080,3371,2936,1302,169,1,38,246,169,6,969,213,219
3,8081,3372,2831,1624,152,7,38,245,170,9,1134,226,174
3,8082,3370,2809,1712,149,7,38,245,131,10,1123,227,171
3,8083,3370,2743,2096,149,7,39,247,131,15,960,226,177
3,8084,3048,3150,1126,156,2,34,232,250,4,1165,214,0
3,8085,2765,2616,2068,148,5,11,241,35,7,212,227,159
3,8086,2582,1392,1643,138,5,11,225,20,7,426,222,45
3,8087,2546,918,1209,132,3,2,235,65,8,553,234,126
3,8088,2850,1892,661,59,5,13,194,128,24,240,249,92
3,8089,2873,2590,607,191,2,13,253,72,27,124,184,214
3,8090,3044,1753,1528,173,1,23,246,65,6,313,210,234
3,8091,3387,1087,2081,196,1,32,239,151,13,900,183,287
3,8092,3434,1358,1765,162,1,38,242,184,3,1129,217,212
3,8093,3271,2505,541,194,7,39,254,11,20,30,191,221
3,8094,3305,2616,514,173,7,38,250,15,10,60,211,212
3,8095,3308,2639,511,176,7,38,251,2,12,42,209,213
3,8096,3325,2755,524,181,7,38,253,-1,16,67,205,213
3,8097,3373,2846,1484,156,7,38,243,171,5,1024,222,180
3,8098,3362,2724,2012,158,7,39,250,123,15,1015,221,186
3,8099,3036,3127,1273,143,2,33,246,177,20,1173,226,175
3,8100,2896,3095,1209,137,2,32,210,101,14,459,208,17
3,8101,2763,2620,2053,150,5,11,240,33,4,216,225,153
3,8102,2736,2397,2329,126,3,11,239,6,16,120,238,152
3,8103,2730,2376,2356,108,3,11,230,3,17,120,245,134
3,8104,2677,2228,2553,78,3,2,203,22,20,108,246,89
3,8105,2644,1956,2192,122,6,2,209,30,14,201,219,38
3,8106,2611,1627,1879,132,6,10,212,29,13,361,214,27
3,8107,2563,1150,1436,143,3,2,232,10,4,598,225,76
3,8108,2869,1825,700,148,5,32,243,147,9,330,228,166
3,8109,3256,2275,642,53,7,39,190,16,26,85,250,92
3,8110,3294,2591,495,183,7,38,251,5,12,30,203,227
3,8111,3303,2659,481,171,7,38,250,-2,11,30,213,207
3,8112,3306,2681,480,167,7,38,250,0,11,0,216,199
3,8113,3350,2992,1064,154,7,38,246,148,10,845,224,179
3,8114,3350,2978,1092,155,7,38,246,148,9,849,224,180
3,8115,3370,2858,1376,163,1,38,244,168,5,939,217,204
3,8116,3353,2703,1959,150,7,39,247,114,14,1064,226,177
3,8117,3051,2888,2563,92,2,33,221,48,20,750,249,124
3,8118,2918,3034,1116,134,2,32,203,123,17,488,202,14
3,8119,2837,2937,1698,116,2,10,216,107,12,607,231,65
3,8120,2697,2249,2507,99,3,11,216,7,15,95,242,92
3,8121,2648,2067,2402,164,6,10,204,12,20,42,175,344
3,8122,2625,1714,1974,138,6,10,211,25,14,335,208,16
3,8123,2617,1624,1889,129,6,10,212,32,13,384,216,31
3,8124,2558,1087,1396,134,3,2,234,55,7,560,233,122
3,8125,3237,2337,582,107,7,39,222,6,14,42,242,104
3,8126,3311,3406,437,165,1,38,251,43,14,201,217,194
3,8127,3345,2938,1131,157,7,33,248,143,11,824,223,184
3,8128,3222,2624,2792,100,1,33,223,106,17,511,246,119
3,8129,3028,3032,2080,160,2,33,251,88,18,800,218,189
3,8130,2920,3013,1176,138,2,32,212,125,13,511,209,18
3,8131,2763,2605,2053,136,3,11,230,33,6,218,228,85
3,8132,2723,2377,2324,140,3,11,243,-3,13,60,232,163
3,8133,2710,2291,2435,129,3,11,235,-3,10,67,236,131
3,8134,2688,2206,2546,89,3,11,210,-1,17,60,244,89
3,8135,2662,1968,2296,137,6,10,210,40,14,162,208,17
3,8136,2659,1950,2268,136,6,2,214,40,12,190,212,23
3,8137,2607,1473,1761,128,6,10,208,33,14,457,213,27
3,8138,2549,1024,1358,141,3,2,242,46,10,510,232,156
3,8139,2830,1959,573,81,5,13,213,108,20,212,250,110
3,8140,3115,1208,1218,183,1,23,245,58,8,446,201,257
3,8141,3269,240,907,164,1,32,243,35,4,256,216,215
3,8142,3348,2226,703,0,7,39,171,98,32,234,248,90
3,8143,3284,2282,636,0,7,39,181,44,30,162,252,97
3,8144,3270,2301,616,0,7,39,194,30,25,134,250,95
3,8145,3359,2733,1595,139,7,38,240,157,9,1003,232,150
3,8146,3212,2591,2826,124,1,33,232,96,10,469,238,122
3,8147,3159,2642,3150,140,2,33,245,86,19,510,229,172
3,8148,2760,2563,2093,119,3,11,222,30,10,182,234,79
3,8149,2660,2081,2506,163,6,10,217,5,14,30,191,346
3,8150,2675,1982,2362,144,6,10,214,39,12,127,207,11
3,8151,2672,1963,2334,136,6,10,215,46,11,150,214,24
3,8152,2640,1711,1994,142,6,10,224,32,7,390,219,32
3,8153,2598,1381,1691,120,6,11,217,29,11,525,228,59
1,8154,3232,2544,1283,118,1,22,216,0,11,60,230,62
1,8155,3136,2074,589,145,1,23,241,-2,8,108,229,156
3,8156,2816,1999,531,91,5,13,218,97,18,190,248,113
3,8157,3257,2343,573,51,7,39,188,26,26,120,249,90
3,8158,3233,2382,534,100,7,39,218,2,15,60,243,98
3,8159,3300,2971,492,173,1,33,253,-34,23,256,204,201
3,8160,3332,2885,1155,158,7,33,248,130,12,765,222,186
3,8161,3342,2642,1834,143,7,38,242,149,9,1099,230,157
3,8162,2719,2337,2349,138,5,11,227,0,6,0,224,54
3,8163,2704,2227,2486,142,5,11,232,-3,4,30,225,80
3,8164,2674,2018,2457,161,6,10,215,20,15,85,192,348
3,8165,2664,1866,2230,143,6,2,226,45,7,268,219,33
3,8166,2620,1500,1812,137,6,10,221,38,8,503,220,36
3,8167,2617,1470,1785,124,6,10,219,37,10,513,228,59
3,8168,2526,841,1242,143,5,17,234,23,4,395,226,104
3,8169,2850,1909,600,118,5,32,232,125,13,285,241,131
3,8170,3299,3461,510,176,1,31,253,48,17,192,207,205
3,8171,3014,2940,1940,175,2,33,253,112,16,735,209,205
3,8172,2773,2574,2069,128,3,11,221,43,9,242,226,55
3,8173,2698,2164,2553,118,5,11,221,0,11,0,234,80
3,8174,2674,1898,2325,135,6,2,224,38,7,212,224,50
3,8175,2670,1879,2297,136,6,2,223,44,8,234,222,45
3,8176,2664,1824,2212,127,6,2,223,45,9,309,229,66
3,8177,2553,1080,1456,112,5,11,219,50,12,446,236,81
1,8178,3177,2187,811,145,1,23,232,0,4,0,223,62
3,8179,2830,1976,534,100,5,13,224,105,17,218,247,120
3,8180,2820,2002,511,78,5,13,211,95,21,190,251,110
3,8181,2875,2698,607,184,1,21,220,14,17,30,175,324
3,8182,3321,2542,2081,152,7,31,246,205,11,1159,226,176
3,8183,2989,2912,2136,159,2,26,250,68,19,684,218,188
3,8184,3035,2920,1181,133,2,34,230,235,6,1127,230,92
3,8185,2751,2436,2215,123,3,11,216,21,11,108,226,52
3,8186,2709,2208,2483,136,2,11,228,-1,6,30,227,72
3,8187,2686,2079,2618,135,6,11,212,-3,13,60,211,21
3,8188,2685,2058,2590,149,6,10,209,3,16,60,196,1
3,8189,2688,2015,2533,161,6,2,210,21,17,85,185,347
3,8190,2843,1940,566,73,5,13,199,118,21,268,245,86
3,8191,2831,1965,541,90,5,13,215,106,18,242,247,102
3,8192,2976,2436,836,64,1,22,193,72,23,95,246,85
3,8193,3254,408,674,157,1,32,244,20,5,402,222,182
3,8194,3393,2305,659,0,7,39,99,153,49,306,218,73
3,8195,3273,3458,573,172,1,33,253,22,21,108,207,200
3,8196,3315,2512,2089,154,7,31,246,199,10,1154,225,179
3,8197,3315,2508,2118,154,7,31,246,199,10,1124,224,179
3,8198,3315,2505,2147,152,7,31,245,199,10,1095,226,174
3,8199,3303,2492,2321,110,1,33,230,187,16,918,244,133
3,8200,3057,2687,2714,98,2,26,220,62,16,570,246,109
3,8201,2806,2638,1997,96,2,32,206,76,16,371,236,71
3,8202,2742,2347,2308,117,3,32,213,12,12,90,227,54
3,8203,2530,840,1298,133,2,11,226,27,7,306,227,64
3,8204,3174,953,870,187,2,23,244,82,9,540,197,266
3,8205,3271,2418,516,0,7,39,181,44,27,175,245,83
3,8206,2696,1952,2525,146,3,2,240,23,6,150,228,151
3,8207,2634,1557,1919,159,3,4,245,95,6,418,221,189
1,8208,3154,1984,534,143,1,23,228,11,5,85,221,41
3,8209,2807,2048,458,43,5,13,183,82,28,162,249,90
3,8210,3239,2497,426,91,7,39,201,19,18,95,235,66
3,8211,3264,3446,664,114,1,38,229,0,13,0,242,122
3,8212,3304,2457,2078,160,7,31,248,142,11,1124,221,189
3,8213,3205,2423,2773,120,1,33,234,89,14,466,241,138
3,8214,2961,2828,2259,154,2,26,248,40,12,577,224,181
3,8215,2858,2914,1744,105,2,10,229,128,18,735,245,135
3,8216,2765,2382,2259,124,3,32,217,35,11,175,226,52
1,8217,3132,1892,408,130,1,23,221,-1,9,60,225,52
1,8218,3008,1116,828,82,2,29,217,-2,22,360,251,122
3,8219,2898,1915,607,77,5,33,172,173,27,331,214,43
3,8220,2888,1939,579,63,5,33,169,163,28,301,222,52
3,8221,3024,1813,1455,190,1,23,244,14,10,67,193,270
3,8222,3352,2413,564,0,7,39,124,121,46,277,237,88
3,8223,3244,2521,408,82,7,39,194,25,21,108,234,64
3,8224,3252,2800,228,176,7,38,254,52,20,108,205,204
3,8225,3257,2843,212,165,7,38,251,57,15,150,216,195
3,8226,3081,2535,2915,128,2,33,240,78,17,446,236,157
3,8227,2840,2742,1902,135,3,4,238,110,9,569,234,143
3,8228,2621,1518,1973,185,3,4,253,82,14,365,202,221
1,8229,3142,1917,1082,152,2,29,249,127,23,459,217,185
1,8230,3028,1489,1142,151,2,29,247,-38,14,420,225,178
3,8231,2927,1884,655,99,5,13,169,202,28,390,193,24
3,8232,2882,1981,541,42,5,13,170,157,29,270,238,72
3,8233,2810,2080,430,17,5,13,167,85,34,150,249,93
3,8234,2780,2416,180,189,1,33,244,59,10,190,194,270
3,8235,2880,2766,430,188,1,33,238,7,11,67,190,293
3,8236,2838,2780,1874,157,3,10,248,108,12,636,222,185
3,8237,2708,1996,2683,131,6,32,227,-2,7,182,229,76
3,8238,2653,1645,2227,111,3,4,230,118,15,418,243,129
3,8239,2622,1477,1961,172,3,4,253,83,16,331,211,202
3,8240,2567,1084,1560,145,3,4,236,69,3,272,225,111
3,8241,2564,1024,1513,136,3,4,232,59,6,256,230,99
3,8242,2847,2047,474,24,5,13,171,122,33,210,249,91
3,8243,3226,631,484,155,1,32,236,75,1,564,218,27
3,8244,3240,2586,350,63,7,39,192,32,24,127,245,84
3,8245,2941,2777,1698,171,2,26,249,93,10,741,213,209
3,8246,2962,2770,1560,190,2,26,249,120,11,819,197,246
3,8247,2764,2355,2280,137,3,4,244,34,17,268,232,167
3,8248,2662,1740,2403,142,3,2,245,4,15,361,230,169
3,8249,2647,1660,2295,133,3,4,243,88,20,391,232,167
3,8250,2965,1874,700,112,5,13,188,224,22,450,204,26
3,8251,3220,2647,283,103,7,39,222,20,15,67,244,108
3,8252,3282,2754,1126,119,2,36,235,80,16,484,241,143
3,8253,2809,2646,2005,107,3,4,232,79,22,551,243,148
3,8254,2753,2313,2322,138,3,4,244,23,16,285,232,167
3,8255,2718,2024,2631,129,6,32,229,7,8,240,232,94
3,8256,2616,1542,2174,112,3,4,233,81,17,335,243,140
3,8257,2588,1473,2069,154,3,4,248,53,14,295,224,182
3,8258,2593,1441,2017,175,3,4,253,54,23,277,202,202
1,8259,3181,1991,713,125,1,23,223,-15,9,210,230,70
1,8260,3151,1812,361,132,1,23,224,0,8,0,226,60
1,8261,3085,1723,631,177,1,22,253,15,16,201,207,208
3,8262,2981,1871,726,91,5,13,194,237,20,467,228,55
3,8263,2966,1917,666,79,5,13,211,225,21,417,250,107
3,8264,2950,1940,636,56,5,13,201,208,27,390,254,115
3,8265,2873,2750,342,179,1,33,224,-8,14,170,184,324
3,8266,3330,752,1215,160,7,32,230,35,6,797,208,347
3,8267,3376,1034,2163,180,1,32,235,119,9,875,194,307
3,8268,3400,1354,1834,153,7,38,243,194,6,866,224,171
3,8269,3401,1383,1804,158,7,38,245,195,6,859,221,186
3,8270,2593,1342,1905,160,3,4,249,54,13,212,220,188
3,8271,2583,1240,1758,133,3,4,240,44,13,218,235,152
1,8272,2922,957,525,97,2,22,226,117,22,228,247,138
1,8273,2910,932,510,82,2,22,218,105,23,201,251,129
3,8274,2824,2124,424,6,2,13,161,99,37,182,249,95
3,8275,2907,2779,484,185,1,32,235,-3,11,42,190,303
3,8276,3028,1861,1441,143,1,21,213,7,13,30,206,11
3,8277,3090,1557,1176,191,1,23,250,37,12,108,196,241
3,8278,3216,782,443,150,1,32,243,67,8,430,227,168
3,8279,3427,2067,1114,170,7,38,245,221,5,864,212,229
3,8280,3442,2182,994,176,7,38,248,242,8,755,209,227
3,8281,3299,2605,400,23,7,39,151,99,34,175,231,67
3,8282,3246,3458,663,162,2,33,251,-17,18,216,217,191
3,8283,3240,2251,2561,110,1,24,222,124,12,722,240,99
3,8284,2927,2673,1825,152,5,26,245,79,9,618,226,174
3,8285,2614,1592,2335,122,3,4,238,55,19,301,239,154
3,8286,2572,1374,2022,166,3,4,252,37,19,212,213,195
1,8287,3088,1654,319,127,1,23,224,1,8,30,230,72
1,8288,3061,1820,1189,104,1,29,231,46,24,300,242,152
3,8289,2997,1889,751,73,5,13,203,252,21,450,248,94
3,8290,2930,1978,631,49,5,13,199,189,30,361,254,120
3,8291,3259,630,624,169,1,32,241,25,4,636,210,266
3,8292,3397,1310,1891,151,7,38,242,191,6,825,225,166
3,8293,3425,2072,1112,171,7,38,248,219,8,836,213,215
3,8294,3365,2579,484,32,7,39,145,165,35,247,218,56
3,8295,3218,3291,845,86,1,33,215,-1,19,67,249,111
3,8296,2921,2644,1847,149,5,26,245,73,10,592,227,171
3,8297,2798,2764,1931,129,5,10,240,164,15,592,237,155
3,8298,2739,2114,2522,142,3,4,240,28,8,342,230,150
3,8299,2736,2089,2547,131,6,4,235,25,9,335,235,131
3,8300,2689,1874,2726,124,6,4,237,104,15,301,239,147
1,8301,3166,1738,324,133,1,23,215,3,11,85,216,30
1,8302,2948,1296,741,110,2,29,233,41,21,210,242,148
1,8303,2899,990,474,97,2,22,228,60,29,180,239,155
3,8304,2831,2137,450,28,5,13,182,98,33,190,254,107
3,8305,3335,847,1216,166,7,32,238,40,3,702,210,297
3,8306,3327,793,1536,144,7,32,221,93,9,631,213,18
3,8307,3325,764,1595,144,7,31,219,91,10,577,211,15
3,8308,3412,1959,1230,171,7,38,251,206,13,771,213,203
3,8309,2932,2580,2151,160,2,26,248,53,10,390,221,188
3,8310,2791,2751,1952,118,5,10,234,157,16,566,241,141
3,8311,2782,2697,1994,116,5,10,236,148,20,537,240,152
3,8312,2763,2589,2083,118,3,4,237,129,22,485,238,157
3,8313,2716,2326,2316,132,3,4,243,-13,19,430,233,165
3,8314,2678,1809,2684,152,6,4,244,93,7,272,225,172
3,8315,2566,1234,1908,133,3,4,243,27,20,120,232,167
3,8316,2542,1116,1744,102,3,4,228,20,19,120,246,136
3,8317,2526,1050,1655,129,3,4,241,17,17,90,236,158
1,8318,3139,1630,150,113,1,23,202,2,16,95,219,39
1,8319,3031,1753,1239,121,1,29,236,16,15,240,240,145
1,8320,2975,1622,1082,141,2,29,244,12,13,210,231,165
3,8321,2971,1952,721,63,5,13,204,226,25,391,253,111
3,8322,2846,2132,481,47,5,13,194,104,28,201,254,108
3,8323,2810,2179,421,17,5,13,170,77,34,150,251,97
3,8324,2787,2202,391,21,2,13,172,54,33,124,251,96
3,8325,3334,845,1150,165,7,32,240,39,2,690,213,259
3,8326,3340,912,1324,156,7,32,238,45,0,641,218,0
3,8327,3333,834,1500,148,7,32,228,38,5,630,217,23
3,8328,3394,1878,1320,165,7,38,251,188,15,726,216,195
3,8329,3340,2663,420,0,7,39,124,140,44,180,231,78
3,8330,3239,2531,1360,164,1,23,249,37,10,351,218,194
3,8331,2987,2258,3153,144,2,26,246,-7,16,175,229,172
3,8332,2964,2542,1463,104,2,13,230,168,19,882,245,138
3,8333,2810,2714,1911,87,3,10,217,181,20,595,249,116
3,8334,2780,2711,1994,116,5,10,234,146,16,525,242,141
3,8335,2768,2657,2037,103,5,10,229,134,20,497,246,139
1,8336,3179,1744,437,154,1,23,226,4,7,30,210,2
1,8337,2989,1710,1390,156,2,23,244,10,6,180,222,180
3,8338,3001,1909,812,106,5,13,232,256,22,457,243,148
3,8339,2967,1973,722,87,5,13,220,222,21,376,250,124
3,8340,2885,2083,573,26,5,13,180,141,33,255,253,105
3,8341,2852,2128,514,55,5,13,202,111,28,212,254,118
3,8342,2824,2174,454,39,5,13,190,82,31,162,254,110
3,8343,2807,2197,424,25,5,13,178,74,33,134,253,103
3,8344,3334,860,1495,154,7,32,233,39,3,600,216,13
3,8345,3334,828,1554,152,7,32,228,39,6,603,214,9
3,8346,3333,785,1613,157,7,31,225,99,8,582,207,355
3,8347,3403,2030,1170,171,1,32,251,197,12,731,213,205
3,8348,3431,2501,691,146,7,38,245,231,13,450,229,171
3,8349,3428,2553,631,137,7,38,241,228,12,390,233,157
3,8350,3060,2114,3515,110,1,24,217,1,12,30,236,79
3,8351,2902,2550,1933,147,5,26,246,58,13,499,228,172
3,8352,2901,2555,1913,144,5,26,245,57,14,516,230,169
3,8353,2899,2560,1894,146,5,26,246,54,14,534,228,172
3,8354,2899,2565,1874,159,5,26,249,54,13,553,221,187
3,8355,2885,2460,1448,172,5,34,252,107,14,1064,212,204
3,8356,2887,2460,1451,163,5,34,249,109,11,1075,219,194
3,8357,2747,2590,2101,127,5,10,238,113,14,443,238,149
3,8358,2739,2536,2145,107,3,10,230,105,18,418,245,137
3,8359,2731,2509,2167,92,3,10,223,97,21,408,249,132
3,8360,2707,2349,2305,127,3,4,239,73,15,390,238,151
3,8361,2716,2115,2522,190,3,4,254,109,19,335,195,219
3,8362,2722,2089,2546,191,3,4,254,115,18,331,195,223
3,8363,2587,1506,2393,114,3,4,233,28,16,182,243,137
3,8364,2513,1015,1718,124,6,4,233,4,11,42,238,126
3,8365,2988,1931,815,96,5,13,227,243,25,443,245,146
3,8366,2955,2015,696,116,5,13,233,210,15,335,242,137
3,8367,2949,2037,666,71,5,13,204,204,22,309,250,99
3,8368,2901,2081,607,0,5,13,149,157,39,258,245,91
3,8369,2801,2216,430,37,5,13,189,59,31,124,254,111
3,8370,3331,886,1106,163,7,32,242,114,3,630,216,225
3,8371,3334,942,1224,160,7,32,243,39,4,607,219,193
3,8372,3336,886,1489,159,7,32,235,41,3,570,214,345
3,8373,3342,716,1756,155,7,32,217,94,13,488,199,356
3,8374,3426,2418,782,150,7,38,247,226,14,540,226,177
3,8375,3387,2697,454,0,7,39,141,187,39,210,238,80
3,8376,3241,2689,1165,147,2,33,245,39,12,361,228,171
3,8377,2900,2508,2016,138,5,26,241,52,11,430,233,156
3,8378,2899,2512,1996,141,5,26,243,55,12,443,232,162
3,8379,2894,2525,1936,143,5,26,245,49,13,492,230,168
3,8380,2874,2432,1471,134,5,13,243,95,17,1006,233,164
3,8381,2872,2431,1473,148,5,13,247,94,16,1015,226,177
3,8382,2886,2430,1489,176,5,34,251,217,11,1036,209,215
3,8383,2705,2442,2232,106,3,4,231,71,21,365,244,144
3,8384,2692,2282,2371,124,3,4,235,58,12,361,239,135
3,8385,2528,1057,1826,124,3,4,236,6,13,30,239,139
1,8386,3063,1515,573,158,1,23,244,4,6,42,221,185
1,8387,2968,1657,1172,141,2,29,228,4,5,120,222,49
3,8388,2945,2036,700,123,5,13,239,199,21,323,236,161
3,8389,3327,875,1012,167,7,32,241,119,3,600,211,266
3,8390,3331,993,1277,162,7,32,245,36,6,560,219,196
3,8391,3333,1001,1307,165,7,32,246,38,6,553,216,206
3,8392,3346,792,1663,168,7,32,223,35,12,540,194,338
3,8393,3346,674,1902,134,7,31,210,98,14,430,210,21
3,8394,3398,2103,1114,167,1,32,250,192,11,693,216,200
3,8395,3419,2454,755,153,7,38,247,219,12,511,225,179
3,8396,3418,2542,666,150,7,38,245,218,10,421,226,173
3,8397,3353,2738,430,0,7,39,113,153,47,182,229,81
3,8398,3199,3331,730,162,2,33,251,-20,15,295,218,191
3,8399,3230,2408,1487,162,2,31,248,28,10,319,219,192
3,8400,3261,2106,2187,165,1,31,245,124,5,875,216,210
3,8401,2889,2512,1902,177,5,26,252,47,13,531,209,212
3,8402,2883,2409,1501,84,5,13,221,106,25,927,249,136
3,8403,2874,2407,1500,106,5,13,232,96,21,942,244,146
3,8404,2881,2400,1519,176,5,13,250,212,10,1006,210,216
3,8405,2823,2608,1940,80,3,10,210,191,20,573,249,104
3,8406,2767,2675,2059,119,3,10,232,133,13,450,241,129
3,8407,2691,2402,2275,140,3,10,245,57,16,331,231,168
3,8408,2690,2110,2532,189,3,4,254,83,21,285,194,215
3,8409,2712,2032,2605,160,3,4,250,105,16,270,219,189
1,8410,3167,1521,42,120,1,22,208,30,14,210,220,40
1,8411,2991,1621,1380,136,2,23,226,10,7,108,225,57
3,8412,2981,1875,883,118,5,13,236,230,18,458,241,150
3,8413,2975,1905,853,108,5,13,232,224,20,433,244,144
3,8414,2938,2024,735,94,5,13,227,193,25,335,245,145
3,8415,3052,2081,1299,186,2,22,245,1,9,30,197,264
3,8416,3322,874,918,170,1,32,242,120,4,570,210,254
3,8417,3330,1031,1302,167,7,32,247,35,7,524,215,208
3,8418,3413,2431,789,157,7,38,248,213,12,543,222,185
3,8419,3242,2846,295,0,7,39,130,42,38,60,203,47
3,8420,3233,2681,1183,146,2,31,243,31,9,366,229,163
3,8421,2880,2466,1982,144,5,26,244,38,12,446,230,167
3,8422,2883,2483,1926,176,5,26,251,47,12,509,209,212
3,8423,2925,2415,1565,126,2,13,237,139,13,787,238,145
3,8424,2861,2373,1530,145,5,17,245,83,12,940,230,168
3,8425,2860,2370,1535,183,5,17,251,83,12,969,204,223
3,8426,2669,2148,2502,167,3,4,252,62,17,283,214,196
3,8427,2703,2017,2623,159,3,4,250,96,16,240,220,188
3,8428,2624,1621,2646,124,3,4,240,40,22,120,235,162
3,8429,2620,1598,2620,109,3,4,233,36,22,120,242,150
3,8430,2530,1045,1911,132,6,17,237,0,10,0,235,137
3,8431,2524,1026,1889,113,6,17,228,0,13,0,242,121
1,8432,3198,1698,540,157,1,23,222,5,10,30,203,355
3,8433,2966,1902,859,99,5,13,229,215,26,417,242,152
3,8434,2955,1931,830,91,5,13,225,204,27,391,245,146
3,8435,2938,1991,771,76,5,13,217,193,28,342,249,137
3,8436,2925,2021,742,87,5,13,223,180,27,319,247,142
3,8437,3285,840,589,176,1,32,236,95,8,484,199,305
3,8438,3355,990,2345,176,1,32,237,98,7,690,201,301
3,8439,2876,2431,2024,135,5,26,240,34,11,404,234,152
3,8440,2873,2442,1987,157,5,26,247,31,10,446,223,184
3,8441,2862,2349,1561,96,5,13,227,83,23,875,246,141
3,8442,2827,2541,1968,83,3,10,214,194,20,552,250,111
3,8443,2737,2568,2164,90,3,4,222,103,21,350,249,130
3,8444,2682,2403,2293,91,5,10,220,48,19,277,249,119
3,8445,2669,2187,2474,122,3,4,236,35,15,285,240,144
3,8446,2621,1822,2812,89,3,4,223,38,24,124,248,139
3,8447,2608,1747,2818,148,3,4,248,23,21,95,223,180
3,8448,2954,1869,895,113,5,13,235,203,27,430,233,163
3,8449,2935,1958,808,93,5,13,226,184,27,350,244,147
3,8450,2865,2138,636,46,5,13,199,119,34,201,251,130
3,8451,3359,769,1864,149,7,32,232,48,3,450,220,45
3,8452,3151,3065,1012,117,2,33,234,1,16,85,242,141
3,8453,3238,2087,1997,176,1,31,243,94,6,600,206,261
3,8454,2894,2373,2227,144,2,26,244,39,13,247,230,167
3,8455,2869,2407,2029,145,5,26,243,27,10,404,230,163
3,8456,2960,2377,1661,137,2,34,232,163,6,684,229,97
3,8457,2903,2348,1613,105,2,13,229,125,18,752,245,135
3,8458,2857,2310,1597,183,5,17,252,85,13,926,203,223
3,8459,2961,2379,1771,105,7,4,232,295,25,685,241,152
3,8460,2954,2387,1784,106,7,4,232,288,23,674,242,151
3,8461,2752,2589,2105,97,3,10,227,123,22,404,247,139
3,8462,2679,2391,2313,92,5,4,217,45,18,247,247,108
3,8463,2600,1731,2832,151,3,4,248,15,15,67,225,179
1,8464,3115,1380,395,68,1,22,161,53,30,150,209,42
3,8465,2747,2428,361,195,2,33,238,8,13,42,182,290
3,8466,3120,1490,782,166,1,21,235,0,4,0,208,319
3,8467,3355,771,1952,145,7,32,232,44,4,424,223,62
3,8468,3391,2685,579,139,1,32,240,191,9,335,232,148
3,8469,3186,2866,1136,229,1,33,242,53,27,120,145,261
3,8470,3210,2424,1429,153,1,23,243,8,6,120,225,171
3,8471,2945,2120,3123,151,1,26,239,1,4,30,224,152
3,8472,2867,2296,1624,63,5,13,208,88,28,793,253,126
3,8473,2840,2287,1620,152,5,13,247,62,12,836,225,178
3,8474,2848,2280,1624,175,5,17,248,76,8,886,210,223
3,8475,2852,2280,1627,183,5,17,249,89,10,899,203,234
3,8476,2890,2283,1653,211,5,13,243,214,18,864,170,270
3,8477,2735,2577,2148,105,3,10,230,106,20,361,245,141
3,8478,2686,2407,2312,91,3,4,219,52,19,228,249,118
3,8479,2605,1790,2846,85,3,4,220,22,23,67,250,128
3,8480,2568,1425,2538,128,6,17,234,1,9,30,236,127
3,8481,2539,1168,2244,148,6,11,223,2,8,30,211,11
1,8482,3198,1423,127,145,1,22,216,61,12,330,207,10
3,8483,3162,1173,418,155,1,23,245,12,8,85,224,178
3,8484,3332,1003,1501,172,7,32,246,37,6,391,210,231
3,8485,3237,3139,247,129,7,22,196,37,19,95,199,15
3,8486,3127,2981,1084,130,2,33,241,-3,16,42,236,158
3,8487,3244,1994,2131,179,1,31,245,107,7,671,204,254
3,8488,3271,1939,2363,166,1,31,240,140,3,900,212,270
3,8489,3202,1930,2876,128,1,24,220,86,9,642,225,51
3,8490,2880,2284,1667,119,5,13,235,104,15,711,241,141
3,8491,2857,2266,1654,69,5,13,212,78,27,767,252,128
3,8492,2837,2255,1650,166,5,17,247,60,8,816,216,203
3,8493,2856,2250,1660,193,5,17,243,179,11,874,190,272
3,8494,2862,2250,1663,192,5,13,240,185,12,866,187,284
3,8495,2883,2252,1677,204,5,13,236,203,16,847,172,289
3,8496,2925,2337,1852,116,7,4,237,259,25,607,236,161
3,8497,2850,2423,1989,66,3,10,203,208,23,566,251,104
3,8498,2655,2312,2398,97,5,4,226,21,20,180,247,133
3,8499,2655,2202,2486,147,3,4,246,21,14,182,228,173
1,8500,3246,1504,379,146,1,23,213,53,13,175,203,7
1,8501,3053,1426,908,100,1,23,193,0,20,42,220,43
3,8502,2919,1802,977,136,5,13,244,170,19,437,231,169
3,8503,2892,2748,313,203,1,33,168,163,41,390,86,319
3,8504,3075,1965,1253,167,1,21,237,0,4,0,209,310
3,8505,3349,942,1650,187,1,32,249,38,11,360,199,243
3,8506,3355,815,2040,162,7,32,237,33,2,390,213,315
3,8507,3244,3181,285,119,7,22,197,44,19,134,209,27
3,8508,3218,2569,1315,145,2,31,236,16,3,306,225,111
3,8509,2855,2324,2082,150,5,26,243,24,8,360,227,168
3,8510,2832,2227,1680,160,5,17,246,55,8,779,221,189
3,8511,2833,2225,1680,168,5,17,248,58,8,787,215,206
3,8512,2857,2220,1690,200,5,13,242,167,14,845,181,276
3,8513,2864,2220,1693,197,5,13,239,187,14,837,181,286
3,8514,2686,2440,2313,120,3,4,237,52,19,201,239,153
3,8515,2577,1631,2825,148,6,17,234,0,3,0,222,68
3,8516,3046,1871,3611,106,1,26,202,30,17,201,224,48
